item_cd,item_nm,s_price,f_price,o_price,l_price,physical_qty,item_cl_stock,enc_company_description,enc_department_description,enc_size_description,enc_style_description,location,Department,Size,Style,Age,Style-3
111B4003112AA6,"KURTA,XL",0,1950,1950,0,0,1,REVA,KURTA,XL,COT APPLIQUEFLWRBUTTIYOK.PEACH,FLOOR,B4,003,112A,A6,112
111B4003162HA9,"KURTA,XL",0,1550,1550,0,0,1,REVA,KURTA,XL,COT APPLIQUE-A-SYMETRYAJRAKHYOK.AJR.BLUE,FLOOR,B4,003,162H,A9,162
111B9002500364,"KURTI,L",850,850,0,580,0,1,REVA,KURTI,L,VEG DOTBUTAPRIBOATNK.BLUE,FLOOR,B9,002,5003,64,500
111B9002506265,"KURTI,L",650,650,0,420,0,1,REVA,KURTI,L,VEG 2PRICROSSLV.BLK,FLOOR,B9,002,5062,65,506
111B9002892281,"KURTI,L",1250,1250,0,850,0,1,REVA,KURTI,L,VISCOS BAGRUBASIC.RED,FLOOR,B9,002,8922,81,892
111B9002063Y98,"KURTI,L",0,890,0,0,0,2,REVA,KURTI,L,HANDLOOM CHECKSMIDPLIT4SB.GRN,FLOOR,B9,002,063Y,98,063
111B9002049C96,"KURTI,L",0,1390,0,0,0,1,REVA,KURTI,L,VISCOS GAJIOVERLAPMDLPLITS.PINK,FLOOR,B9,002,049C,96,049
111B9002057W96,"KURTI,L",0,1990,0,0,0,1,REVA,KURTI,L,VISCOS AJRAKHTIENECK.BLK,FLOOR,B9,002,057W,96,057
111B9002063U98,"KURTI,L",0,750,0,0,0,1,REVA,KURTI,L,COT 2PRIPLIT3SB.BLUE,FLOOR,B9,002,063U,98,063
111B9002103LA2,"KURTI,L",0,1450,1450,0,0,-1,REVA,KURTI,L,HANDLOOM TURNCOLLARNKSIDERAPE.MRN,FLOOR,B9,002,103L,A2,103
111B9002143KA6,"KURTI,L",0,1490,1490,0,0,1,REVA,KURTI,L,MASTURISE IKKATPLCPLIT4HOOKI.BRWN,FLOOR,B9,002,143K,A6,143
111B9002160UA8,"KURTI,L",0,550,550,0,0,1,REVA,KURTI,L,COT KHADIBUTTAMIDPLITS.WHT,FLOOR,B9,002,160U,A8,160
111B9002065GA8,"KURTI,L",0,990,990,0,0,1,REVA,KURTI,L,AJRAKH CROSSLITHINK1FB.RED,FLOOR,B9,002,065G,A8,065
111B9001314740,"KURTI,M",640,640,0,420,0,1,REVA,KURTI,M,COT STNDPINTUKS3FB.GRN,FLOOR,B9,001,3147,40,314
111B9001314940,"KURTI,M",640,640,0,420,0,1,REVA,KURTI,M,COT STNDPINTUKS3FB.PRPL,FLOOR,B9,001,3149,40,314
111B9001316941,"KURTI,M",690,690,0,450,0,1,REVA,KURTI,M,JP DHABUDOTPRI.PRPL,FLOOR,B9,001,3169,41,316
111B9001337645,"KURTI,M",540,540,0,350,0,1,REVA,KURTI,M,COT PRISTNDPLNPATTI.YLW,FLOOR,B9,001,3376,45,337
111B9001338545,"KURTI,M",590,590,0,350,0,1,REVA,KURTI,M,COT PRIUPINSTND3PLB.YLW,FLOOR,B9,001,3385,45,338
111B9001523766,"KURTI,M",850,850,0,580,0,1,REVA,KURTI,M,VEG.STNDTIENK.LI.BDG,FLOOR,B9,001,5237,66,523
111B9001074T99,"KURTI,M",0,550,0,0,0,1,REVA,KURTI,M,COT PRITREEBUTTI7SB.PEACH,FLOOR,B9,001,074T,99,074
111B9001074V99,"KURTI,M",0,550,0,0,0,2,REVA,KURTI,M,COT PRITREEBUTTI7SB.SEA GRN,FLOOR,B9,001,074V,99,074
111B9001074U99,"KURTI,M",0,550,0,0,0,2,REVA,KURTI,M,COT PRITREEBUTTI7SB.BABY PINK,FLOOR,B9,001,074U,99,074
111B9001081AA0,"KURTI,M",0,1490,0,230,0,1,REVA,KURTI,M,COT LAKHNAVIKASHMIRIKONAEMB.WHT,FLOOR,B9,001,081A,A0,081
111B9001077N99,"KURTI,M",0,990,0,0,0,1,REVA,KURTI,M,MASTURISE IKKATFOP7SB.PINK,FLOOR,B9,001,077N,99,077
111B9001063Y98,"KURTI,M",0,890,0,0,0,1,REVA,KURTI,M,HANDLOOM CHECKSMIDPLIT4SB.GRN,FLOOR,B9,001,063Y,98,063
111B9001049C96,"KURTI,M",0,1390,0,0,0,1,REVA,KURTI,M,VISCOS GAJIOVERLAPMDLPLITS.PINK,FLOOR,B9,001,049C,96,049
111B9001074B99,"KURTI,M",0,1590,0,325,0,1,REVA,KURTI,M,COT LAKHNAVIMANGOEMBYOK.W/PINK,FLOOR,B9,001,074B,99,074
111B9001079CA2,"KURTI,M",0,590,590,0,0,2,REVA,KURTI,M,MAL LIPPRICONTRM3SB.PEACH,FLOOR,B9,001,079C,A2,079
111B9001079DA2,"KURTI,M",0,590,590,0,0,2,REVA,KURTI,M,MAL LIPPRICONTRM3SB.OLIVE,FLOOR,B9,001,079D,A2,079
111B9001103LA2,"KURTI,M",1450,1450,1450,0,0,1,REVA,KURTI,M,HANDLOOM TURNCOLLARNKSIDERAPE.MRN,FLOOR,B9,001,103L,A2,103
111B9001107JA2,"KURTI,M",0,650,0,0,0,1,REVA,KURTI,M,MAL DABULOTUSPRI1SB.YLW,FLOOR,B9,001,107J,A2,107
111B9001081A99,"KURTI,M",0,1490,0,0,0,2,REVA,KURTI,M,COT LAKHNAVIKASHMIRIKONAEMB.WHT,FLOOR,B9,001,081A,99,081
111B9001090MA1,"KURTI,M",0,650,650,0,0,1,REVA,KURTI,M,COT DOUBLEDABUAJRAKHTRIM.GRAY,FLOOR,B9,001,090M,A1,090
111B9001093PA1,"KURTI,M",,650,0,,0,1,REVA,KURTI,M,MAL DABUGEO1SB.GRAY,FLOOR,B9,001,093P,A1,093
111B9001080TA4,"KURTI,M",0,1790,0,310,0,2,REVA,KURTI,M,LAKHNAVI MIDPLITSYOKALLOVER.SEA GRN,FLOOR,B9,001,080T,A4,080
111B9001143KA6,"KURTI,M",0,1490,1490,0,0,1,REVA,KURTI,M,MASTURISE IKKATPLCPLIT4HOOKI.BRWN,FLOOR,B9,001,143K,A6,143
111B9001065GA8,"KURTI,M",0,990,990,0,0,1,REVA,KURTI,M,AJRAKH CROSSLITHINK1FB.RED,FLOOR,B9,001,065G,A8,065
111B9000194128,"KURTI,S",540,540,0,350,0,2,REVA,KURTI,S,JAIP ROUNDSILLESS,FLOOR,B9,000,1941,28,194
111B9000229138,"KURTI,S",790,790,0,520,0,1,REVA,KURTI,S,COT FOPENSIDEFLWR8PB,FLOOR,B9,000,2291,38,229
111B9000316941,"KURTI,S",690,690,0,450,0,1,REVA,KURTI,S,JP DHABUDOTPRI.PRPL,FLOOR,B9,000,3169,41,316
111B9000328743,"KURTI,S",440,440,0,280,0,1,REVA,KURTI,S,COT MIXPRINT,FLOOR,B9,000,3287,43,328
111B9000403352,"KURTI,S",690,690,0,450,0,1,REVA,KURTI,S,COT PRIYOKEHW.GRN,FLOOR,B9,000,4033,52,403
111B9000512565,"KURTI,S",700,700,0,500,0,2,REVA,KURTI,S,DHABU PRIPLACSLV.RUST,FLOOR,B9,000,5125,65,512
111B9000512665,"KURTI,S",700,700,0,500,0,1,REVA,KURTI,S,DHABU PRIPLACSLV.MRN,FLOOR,B9,000,5126,65,512
111B9000512765,"KURTI,S",700,700,0,500,0,1,REVA,KURTI,S,DHABU PRIPLACSLV.BRWN,FLOOR,B9,000,5127,65,512
111B9000667874,"KURTI,S",1150,1150,0,750,0,1,REVA,KURTI,S,MANG HANDEMBYOK.GRN,FLOOR,B9,000,6678,74,667
111B9000683274,"KURTI,S",800,800,0,580,0,1,REVA,KURTI,S,MANG EMBVEL.BRWN,FLOOR,B9,000,6832,74,683
111B9000034M95,"KURTI,S",0,1490,0,0,0,1,REVA,KURTI,S,COT EMBYOKHINK.RUST,FLOOR,B9,000,034M,95,034
111B9000074E99,"KURTI,S",0,1490,0,230,0,1,REVA,KURTI,S,COT LAKHNAVIKASHMIRIKONAEMB.GR.BEIGE,FLOOR,B9,000,074E,99,074
111B9000063Y98,"KURTI,S",0,890,0,0,0,2,REVA,KURTI,S,HANDLOOM CHECKSMIDPLIT4SB.GRN,FLOOR,B9,000,063Y,98,063
111B9000079BA2,"KURTI,S",0,590,590,0,0,2,REVA,KURTI,S,MAL LIPPRICONTRM3SB.BLUE,FLOOR,B9,000,079B,A2,079
111B9000079CA2,"KURTI,S",0,590,590,0,0,1,REVA,KURTI,S,MAL LIPPRICONTRM3SB.PEACH,FLOOR,B9,000,079C,A2,079
111B9000103LA2,"KURTI,S",0,1450,1450,0,0,2,REVA,KURTI,S,HANDLOOM TURNCOLLARNKSIDERAPE.MRN,FLOOR,B9,000,103L,A2,103
111B9000107KA2,"KURTI,S",0,650,0,0,0,1,REVA,KURTI,S,MAL DABUGEOPRI1SB.GRAY,FLOOR,B9,000,107K,A2,107
111B9000107LA2,"KURTI,S",0,650,0,0,0,2,REVA,KURTI,S,MAL DABUFLWR1SB.GRAY,FLOOR,B9,000,107L,A2,107
111B9000094KA1,"KURTI,S",0,1490,1490,0,0,1,REVA,KURTI,S,LINEN OVERDYEFOP7SB.GRAY,FLOOR,B9,000,094K,A1,094
111B9000143KA6,"KURTI,S",0,1490,1490,0,0,1,REVA,KURTI,S,MASTURISE IKKATPLCPLIT4HOOKI.BRWN,FLOOR,B9,000,143K,A6,143
111B9000160UA8,"KURTI,S",0,550,550,0,0,1,REVA,KURTI,S,COT KHADIBUTTAMIDPLITS.WHT,FLOOR,B9,000,160U,A8,160
111B9003400552,"KURTI,XL",790,790,0,580,0,1,REVA,KURTI,XL,COT PRIMTKANK5WB.BLUE,FLOOR,B9,003,4005,52,400
111B9003500364,"KURTI,XL",850,850,0,580,0,1,REVA,KURTI,XL,VEG DOTBUTAPRIBOATNK.BLUE,FLOOR,B9,003,5003,64,500
111B9003079BA2,"KURTI,XL",0,590,590,0,0,1,REVA,KURTI,XL,MAL LIPPRICONTRM3SB.BLUE,FLOOR,B9,003,079B,A2,079
111B9003079CA2,"KURTI,XL",0,590,590,0,0,1,REVA,KURTI,XL,MAL LIPPRICONTRM3SB.PEACH,FLOOR,B9,003,079C,A2,079
111B9003079DA2,"KURTI,XL",0,590,590,0,0,1,REVA,KURTI,XL,MAL LIPPRICONTRM3SB.OLIVE,FLOOR,B9,003,079D,A2,079
111B9023138UA6,HO TO ONLINE,0,1250,1250,0,0,1,REVA,KURTI,XS,AJRAKH 2PRIZIGZAGYOK3WB.BRWN,FLOOR,B9,023,138U,A6,138
111B0002002718,"LYCRA4WAY,L",490,490,0,320,0,1,REVA,LYCRA4WAY,L,PURPLE,FLOOR,B0,002,0027,18,002
111B0002155124,"LYCRA4WAY,L",490,490,0,320,0,1,REVA,LYCRA4WAY,L,PURPLE3,FLOOR,B0,002,1551,24,155
111B0002003639,"LYCRA4WAY,L",490,490,0,280,0,1,REVA,LYCRA4WAY,L,WHITE,FLOOR,B0,002,0036,39,003
111B0002074039,"LYCRA4WAY,L",490,490,0,280,0,2,REVA,LYCRA4WAY,L,RANI,FLOOR,B0,002,0740,39,074
111B0002155139,"LYCRA4WAY,L",490,490,0,280,0,1,REVA,LYCRA4WAY,L,PURPLE3,FLOOR,B0,002,1551,39,155
111B0002008339,"LYCRA4WAY,L",490,490,0,280,0,-1,REVA,LYCRA4WAY,L,BABY PINK,FLOOR,B0,002,0083,39,008
111B0002004585,"LYCRA4WAY,L",590,590,0,350,0,5,REVA,LYCRA4WAY,L,DA.BEIGE,FLOOR,B0,002,0045,85,004
111B0002006085,"LYCRA4WAY,L",590,590,0,350,0,5,REVA,LYCRA4WAY,L,MAROON,FLOOR,B0,002,0060,85,006
111B0002006185,"LYCRA4WAY,L",590,590,0,350,0,1,REVA,LYCRA4WAY,L,RAMA GREEN,FLOOR,B0,002,0061,85,006
111B0002074085,"LYCRA4WAY,L",590,590,0,350,0,2,REVA,LYCRA4WAY,L,RANI,FLOOR,B0,002,0740,85,074
111B0002110085,"LYCRA4WAY,L",590,590,0,350,0,5,REVA,LYCRA4WAY,L,SKY BLUE,FLOOR,B0,002,1100,85,110
111B0002155185,"LYCRA4WAY,L",590,590,0,350,0,1,REVA,LYCRA4WAY,L,PURPLE3,FLOOR,B0,002,1551,85,155
111B0002163785,"LYCRA4WAY,L",590,590,0,350,0,1,REVA,LYCRA4WAY,L,DA.PINK,FLOOR,B0,002,1637,85,163
111B0002164985,"LYCRA4WAY,L",590,590,0,350,0,2,REVA,LYCRA4WAY,L,PURPLE4,FLOOR,B0,002,1649,85,164
111B0002190485,"LYCRA4WAY,L",590,590,0,350,0,1,REVA,LYCRA4WAY,L,MAROON2,FLOOR,B0,002,1904,85,190
111B0002004785,"LYCRA4WAY,L",590,590,0,350,0,3,REVA,LYCRA4WAY,L,OFF WHITE,FLOOR,B0,002,0047,85,004
111B0002001385,"LYCRA4WAY,L",590,590,0,350,0,7,REVA,LYCRA4WAY,L,LI.GREEN,FLOOR,B0,002,0013,85,001
111B0002002285,"LYCRA4WAY,L",590,590,0,350,0,3,REVA,LYCRA4WAY,L,MST.YELLOW,FLOOR,B0,002,0022,85,002
111B0002002385,"LYCRA4WAY,L",590,590,0,350,0,1,REVA,LYCRA4WAY,L,NAVY BLUE,FLOOR,B0,002,0023,85,002
111B0002000085,"LYCRA4WAY,L",590,590,0,350,0,9,REVA,LYCRA4WAY,L,BLACK,FLOOR,B0,002,0000,85,000
111B0002000785,"LYCRA4WAY,L",590,590,0,350,0,1,REVA,LYCRA4WAY,L,FO.GREEN,FLOOR,B0,002,0007,85,000
111B0002001085,"LYCRA4WAY,L",590,590,0,350,0,3,REVA,LYCRA4WAY,L,LI.BEIGE,FLOOR,B0,002,0010,85,001
111B0002196785,"LYCRA4WAY,L",590,590,0,350,0,1,REVA,LYCRA4WAY,L,OLIVE GREEN,FLOOR,B0,002,1967,85,196
111B0002321285,"LYCRA4WAY,L",590,590,0,350,0,2,REVA,LYCRA4WAY,L,CARROT. PINK,FLOOR,B0,002,3212,85,321
111B0002326185,"LYCRA4WAY,L",590,590,0,350,0,3,REVA,LYCRA4WAY,L,RIBON RED,FLOOR,B0,002,3261,85,326
111B0002003285,"LYCRA4WAY,L",590,590,0,350,0,5,REVA,LYCRA4WAY,L,RUST,FLOOR,B0,002,0032,85,003
111B0002003685,"LYCRA4WAY,L",590,590,590,350,0,6,REVA,LYCRA4WAY,L,WHITE,FLOOR,B0,002,0036,85,003
111B0002003885,"LYCRA4WAY,L",590,590,0,350,0,2,REVA,LYCRA4WAY,L,BROWN,FLOOR,B0,002,0038,85,003
111B0002003185,"LYCRA4WAY,L",590,590,590,590,0,2,REVA,LYCRA4WAY,L,RED,FLOOR,B0,002,0031,85,003
111B0001008323,"LYCRA4WAY,M",490,490,0,320,0,1,REVA,LYCRA4WAY,M,BABY PINK,FLOOR,B0,001,0083,23,008
111B0001006039,"LYCRA4WAY,M",490,490,0,280,0,-1,REVA,LYCRA4WAY,M,MAROON,FLOOR,B0,001,0060,39,006
111B0001000039,"LYCRA4WAY,M",,490,0,320,0,-1,REVA,LYCRA4WAY,M,BLACK,FLOOR,B0,001,0000,39,000
111B0001008339,"LYCRA4WAY,M",490,490,0,280,0,-1,REVA,LYCRA4WAY,M,BABY PINK,FLOOR,B0,001,0083,39,008
111B0001076239,"LYCRA4WAY,M",490,490,0,280,0,1,REVA,LYCRA4WAY,M,DA.RUST,FLOOR,B0,001,0762,39,076
111B0001246139,"LYCRA4WAY,M",490,490,0,280,0,1,REVA,LYCRA4WAY,M,MAROON1,FLOOR,B0,001,2461,39,246
111B0001470539,"LYCRA4WAY,M",490,490,0,280,0,1,REVA,LYCRA4WAY,M,LI.NAVY BLUE,FLOOR,B0,001,4705,39,470
111B0001004585,"LYCRA4WAY,M",590,590,0,350,0,3,REVA,LYCRA4WAY,M,DA.BEIGE,FLOOR,B0,001,0045,85,004
111B0001006085,"LYCRA4WAY,M",590,590,0,350,0,6,REVA,LYCRA4WAY,M,MAROON,FLOOR,B0,001,0060,85,006
111B0001006185,"LYCRA4WAY,M",590,590,0,350,0,7,REVA,LYCRA4WAY,M,RAMA GREEN,FLOOR,B0,001,0061,85,006
111B0001008085,"LYCRA4WAY,M",590,590,0,350,0,1,REVA,LYCRA4WAY,M,MEH.GREEN,FLOOR,B0,001,0080,85,008
111B0001074085,"LYCRA4WAY,M",590,590,0,350,0,1,REVA,LYCRA4WAY,M,RANI,FLOOR,B0,001,0740,85,074
111B0001110085,"LYCRA4WAY,M",590,590,0,350,0,2,REVA,LYCRA4WAY,M,SKY BLUE,FLOOR,B0,001,1100,85,110
111B0001163785,"LYCRA4WAY,M",590,590,0,350,0,6,REVA,LYCRA4WAY,M,DA.PINK,FLOOR,B0,001,1637,85,163
111B0001164985,"LYCRA4WAY,M",590,590,0,350,0,3,REVA,LYCRA4WAY,M,PURPLE4,FLOOR,B0,001,1649,85,164
111B0001004785,"LYCRA4WAY,M",590,590,0,350,0,6,REVA,LYCRA4WAY,M,OFF WHITE,FLOOR,B0,001,0047,85,004
111B0001002285,"LYCRA4WAY,M",590,590,0,350,0,5,REVA,LYCRA4WAY,M,MST.YELLOW,FLOOR,B0,001,0022,85,002
111B0001003185,"LYCRA4WAY,M",590,590,0,350,0,7,REVA,LYCRA4WAY,M,RED,FLOOR,B0,001,0031,85,003
111B0001001385,"LYCRA4WAY,M",590,590,0,350,0,2,REVA,LYCRA4WAY,M,LI.GREEN,FLOOR,B0,001,0013,85,001
111B0001000085,"LYCRA4WAY,M",590,590,0,350,0,5,REVA,LYCRA4WAY,M,BLACK,FLOOR,B0,001,0000,85,000
111B0001000785,"LYCRA4WAY,M",590,590,0,350,0,2,REVA,LYCRA4WAY,M,FO.GREEN,FLOOR,B0,001,0007,85,000
111B0001001085,"LYCRA4WAY,M",590,590,0,350,0,2,REVA,LYCRA4WAY,M,LI.BEIGE,FLOOR,B0,001,0010,85,001
111B0001002385,"LYCRA4WAY,M",590,590,0,350,0,3,REVA,LYCRA4WAY,M,NAVY BLUE,FLOOR,B0,001,0023,85,002
111B0001003285,"LYCRA4WAY,M",590,590,0,350,0,1,REVA,LYCRA4WAY,M,RUST,FLOOR,B0,001,0032,85,003
111B0001326185,"LYCRA4WAY,M",590,590,0,350,0,1,REVA,LYCRA4WAY,M,RIBON RED,FLOOR,B0,001,3261,85,326
111B0001525685,"LYCRA4WAY,M",590,590,0,350,0,4,REVA,LYCRA4WAY,M,ROYAL,FLOOR,B0,001,5256,85,525
111B0001003685,"LYCRA4WAY,M",590,590,590,350,0,10,REVA,LYCRA4WAY,M,WHITE,FLOOR,B0,001,0036,85,003
111B0001003885,"LYCRA4WAY,M",590,590,0,350,0,2,REVA,LYCRA4WAY,M,BROWN,FLOOR,B0,001,0038,85,003
111B0001380885,"LYCRA4WAY,M",0,590,0,0,0,1,REVA,LYCRA4WAY,M,JADE,FLOOR,B0,001,3808,85,380
111B0000004126,"LYCRA4WAY,S",490,490,0,320,0,-1,REVA,LYCRA4WAY,S,MOUVE,FLOOR,B0,000,0041,26,004
111B0000004138,"LYCRA4WAY,S",490,490,0,320,0,2,REVA,LYCRA4WAY,S,MOUVE,FLOOR,B0,000,0041,38,004
111B0000006039,"LYCRA4WAY,S",490,490,0,280,0,-1,REVA,LYCRA4WAY,S,MAROON,FLOOR,B0,000,0060,39,006
111B0000164939,"LYCRA4WAY,S",490,490,0,280,0,1,REVA,LYCRA4WAY,S,PURPLE4,FLOOR,B0,000,1649,39,164
111B0000246139,"LYCRA4WAY,S",490,490,0,280,0,-1,REVA,LYCRA4WAY,S,MAROON1,FLOOR,B0,000,2461,39,246
111B0000004585,"LYCRA4WAY,S",590,590,0,350,0,3,REVA,LYCRA4WAY,S,DA.BEIGE,FLOOR,B0,000,0045,85,004
111B0000006085,"LYCRA4WAY,S",590,590,0,350,0,4,REVA,LYCRA4WAY,S,MAROON,FLOOR,B0,000,0060,85,006
111B0000006185,"LYCRA4WAY,S",590,590,0,350,0,1,REVA,LYCRA4WAY,S,RAMA GREEN,FLOOR,B0,000,0061,85,006
111B0000008085,"LYCRA4WAY,S",590,590,0,350,0,2,REVA,LYCRA4WAY,S,MEH.GREEN,FLOOR,B0,000,0080,85,008
111B0000110085,"LYCRA4WAY,S",590,590,0,350,0,1,REVA,LYCRA4WAY,S,SKY BLUE,FLOOR,B0,000,1100,85,110
111B0000163785,"LYCRA4WAY,S",590,590,0,350,0,5,REVA,LYCRA4WAY,S,DA.PINK,FLOOR,B0,000,1637,85,163
111B0000164985,"LYCRA4WAY,S",590,590,0,350,0,2,REVA,LYCRA4WAY,S,PURPLE4,FLOOR,B0,000,1649,85,164
111B0000002285,"LYCRA4WAY,S",590,590,0,350,0,2,REVA,LYCRA4WAY,S,MST.YELLOW,FLOOR,B0,000,0022,85,002
111B0000004785,"LYCRA4WAY,S",590,590,0,350,0,5,REVA,LYCRA4WAY,S,OFF WHITE,FLOOR,B0,000,0047,85,004
111B0000003185,"LYCRA4WAY,S",590,590,0,350,0,2,REVA,LYCRA4WAY,S,RED,FLOOR,B0,000,0031,85,003
111B0000076285,"LYCRA4WAY,S",590,590,0,350,0,2,REVA,LYCRA4WAY,S,DA.RUST,FLOOR,B0,000,0762,85,076
111B0000136285,"LYCRA4WAY,S",590,590,0,350,0,1,REVA,LYCRA4WAY,S,LI.YELLOW,FLOOR,B0,000,1362,85,136
111B0000000085,"LYCRA4WAY,S",590,590,0,350,0,4,REVA,LYCRA4WAY,S,BLACK,FLOOR,B0,000,0000,85,000
111B0000000785,"LYCRA4WAY,S",590,590,0,350,0,6,REVA,LYCRA4WAY,S,FO.GREEN,FLOOR,B0,000,0007,85,000
111B0000001085,"LYCRA4WAY,S",590,590,0,350,0,4,REVA,LYCRA4WAY,S,LI.BEIGE,FLOOR,B0,000,0010,85,001
111B0000001385,"LYCRA4WAY,S",590,590,0,350,0,2,REVA,LYCRA4WAY,S,LI.GREEN,FLOOR,B0,000,0013,85,001
111B0000002385,"LYCRA4WAY,S",590,590,0,350,0,4,REVA,LYCRA4WAY,S,NAVY BLUE,FLOOR,B0,000,0023,85,002
111B0000003285,"LYCRA4WAY,S",590,590,0,350,0,3,REVA,LYCRA4WAY,S,RUST,FLOOR,B0,000,0032,85,003
111B0000196685,"LYCRA4WAY,S",590,590,0,350,0,3,REVA,LYCRA4WAY,S,DA.GREEN,FLOOR,B0,000,1966,85,196
111B0000321285,"LYCRA4WAY,S",590,590,0,350,0,9,REVA,LYCRA4WAY,S,CARROT. PINK,FLOOR,B0,000,3212,85,321
111B0000326185,"LYCRA4WAY,S",590,590,0,350,0,2,REVA,LYCRA4WAY,S,RIBON RED,FLOOR,B0,000,3261,85,326
111B0000525685,"LYCRA4WAY,S",590,590,0,350,0,9,REVA,LYCRA4WAY,S,ROYAL,FLOOR,B0,000,5256,85,525
111B0000003685,"LYCRA4WAY,S",590,590,0,350,0,6,REVA,LYCRA4WAY,S,WHITE,FLOOR,B0,000,0036,85,003
111B0000003885,"LYCRA4WAY,S",590,590,0,350,0,2,REVA,LYCRA4WAY,S,BROWN,FLOOR,B0,000,0038,85,003
111B0000380885,"LYCRA4WAY,S",0,590,0,0,0,1,REVA,LYCRA4WAY,S,JADE,FLOOR,B0,000,3808,85,380
111B00005256385,"LYCRA4WAY,S",490,590,0,0,0,1,REVA,LYCRA4WAY,S,ROYAL,FLOOR,B0,000,5256,85,525
111B0003321239,"LYCRA4WAY,XL",490,490,0,280,0,-1,REVA,LYCRA4WAY,XL,CARROT. PINK,FLOOR,B0,003,3212,39,321
111B0003006139,"LYCRA4WAY,XL",490,490,0,280,0,1,REVA,LYCRA4WAY,XL,RAMA GREEN,FLOOR,B0,003,0061,39,006
111B0003001339,"LYCRA4WAY,XL",490,490,0,280,0,1,REVA,LYCRA4WAY,XL,LI.GREEN,FLOOR,B0,003,0013,39,001
111B0003525639,"LYCRA4WAY,XL",490,490,0,280,0,-1,REVA,LYCRA4WAY,XL,ROYAL,FLOOR,B0,003,5256,39,525
111B0003002339,"LYCRA4WAY,XL",490,490,0,280,0,-1,REVA,LYCRA4WAY,XL,NAVY BLUE,FLOOR,B0,003,0023,39,002
111B0003006085,"LYCRA4WAY,XL",590,590,0,350,0,6,REVA,LYCRA4WAY,XL,MAROON,FLOOR,B0,003,0060,85,006
111B0003006185,"LYCRA4WAY,XL",590,590,0,350,0,2,REVA,LYCRA4WAY,XL,RAMA GREEN,FLOOR,B0,003,0061,85,006
111B0003074085,"LYCRA4WAY,XL",590,590,0,350,0,2,REVA,LYCRA4WAY,XL,RANI,FLOOR,B0,003,0740,85,074
111B0003164985,"LYCRA4WAY,XL",590,590,0,350,0,2,REVA,LYCRA4WAY,XL,PURPLE4,FLOOR,B0,003,1649,85,164
111B0003004585,"LYCRA4WAY,XL",590,590,0,350,0,1,REVA,LYCRA4WAY,XL,DA.BEIGE,FLOOR,B0,003,0045,85,004
111B0003002385,"LYCRA4WAY,XL",590,590,0,350,0,1,REVA,LYCRA4WAY,XL,NAVY BLUE,FLOOR,B0,003,0023,85,002
111B0003001385,"LYCRA4WAY,XL",590,590,0,350,0,1,REVA,LYCRA4WAY,XL,LI.GREEN,FLOOR,B0,003,0013,85,001
111B0003008085,"LYCRA4WAY,XL",590,590,0,350,0,2,REVA,LYCRA4WAY,XL,MEH.GREEN,FLOOR,B0,003,0080,85,008
111B0003000085,"LYCRA4WAY,XL",590,590,0,350,0,3,REVA,LYCRA4WAY,XL,BLACK,FLOOR,B0,003,0000,85,000
111B0003001085,"LYCRA4WAY,XL",590,590,0,350,0,2,REVA,LYCRA4WAY,XL,LI.BEIGE,FLOOR,B0,003,0010,85,001
111B0003196785,"LYCRA4WAY,XL",590,590,0,350,0,1,REVA,LYCRA4WAY,XL,OLIVE GREEN,FLOOR,B0,003,1967,85,196
111B0003321285,"LYCRA4WAY,XL",590,590,0,350,0,2,REVA,LYCRA4WAY,XL,CARROT. PINK,FLOOR,B0,003,3212,85,321
111B0003525685,"LYCRA4WAY,XL",590,590,0,350,0,3,REVA,LYCRA4WAY,XL,ROYAL,FLOOR,B0,003,5256,85,525
111B0003003285,"LYCRA4WAY,XL",590,590,0,350,0,1,REVA,LYCRA4WAY,XL,RUST,FLOOR,B0,003,0032,85,003
111B0003003685,"LYCRA4WAY,XL",590,590,590,350,0,2,REVA,LYCRA4WAY,XL,WHITE,FLOOR,B0,003,0036,85,003
111E3002155939,"LYCRA4WAY ANKLE,L",390,390,0,250,0,1,REVA,LYCRA4WAY ANKLE,L,IND.BLUE,FLOOR,E3,002,1559,39,155
111E3002003285,"LYCRA4WAY ANKLE,L",490,490,490,290,0,2,REVA,LYCRA4WAY ANKLE,L,RUST,FLOOR,E3,002,0032,85,003
111E3002001085,"LYCRA4WAY ANKLE,L",490,490,0,290,0,2,REVA,LYCRA4WAY ANKLE,L,LI.BEIGE,FLOOR,E3,002,0010,85,001
111E3002006185,"LYCRA4WAY ANKLE,L",490,490,0,290,0,5,REVA,LYCRA4WAY ANKLE,L,RAMA GREEN,FLOOR,E3,002,0061,85,006
111E3002003185,"LYCRA4WAY ANKLE,L",490,490,0,290,0,3,REVA,LYCRA4WAY ANKLE,L,RED,FLOOR,E3,002,0031,85,003
111E3002002385,"LYCRA4WAY ANKLE,L",490,490,490,390,0,5,REVA,LYCRA4WAY ANKLE,L,NAVY BLUE,FLOOR,E3,002,0023,85,002
111E3002006085,"LYCRA4WAY ANKLE,L",490,490,0,290,0,9,REVA,LYCRA4WAY ANKLE,L,MAROON,FLOOR,E3,002,0060,85,006
111E3002004585,"LYCRA4WAY ANKLE,L",490,490,0,290,0,3,REVA,LYCRA4WAY ANKLE,L,DA.BEIGE,FLOOR,E3,002,0045,85,004
