item_cd,item_nm,s_price,f_price,o_price,l_price,physical_qty,item_cl_stock,enc_company_description,enc_department_description,enc_size_description,enc_style_description,location,Department,Size,Style,Age,Style-3
111E2000008039,"COT PANT,S",790,790,790,0,0,3,REVA,COT PANT,S,MEH.GREEN,FLOOR,E2,000,0080,39,008
111E2000007339,"COT PANT,S",790,790,790,0,0,6,REVA,COT PANT,S,BEIGE,FLOOR,E2,000,0073,39,007
111E2003003639,"COT PANT,XL",790,790,790,520,0,8,REVA,COT PANT,XL,WHITE,FLOOR,E2,003,0036,39,003
111E2003000039,"COT PANT,XL",790,790,790,520,0,5,REVA,COT PANT,XL,BLACK,FLOOR,E2,003,0000,39,000
111E2003004739,"COT PANT,XL",790,790,790,520,0,6,REVA,COT PANT,XL,OFF WHITE,FLOOR,E2,003,0047,39,004
111E2003403239,"COT PENT,XL",790,790,0,580,0,1,REVA,COT PANT,XL,COT PLAIN PANT.BLACK,FLOOR,E2,003,4032,39,403
111E2003420339,"COT PENT,XL",790,790,0,580,0,1,REVA,COT PANT,XL,COT PLAIN PANT.FO.GRN,FLOOR,E2,003,4203,39,420
111E2003420539,"COT PENT,XL",790,790,0,580,0,1,REVA,COT PANT,XL,COT PLAIN PANT.OLIVGRN,FLOOR,E2,003,4205,39,420
111E2003420739,"COT PENT,XL",790,790,0,580,0,1,REVA,COT PANT,XL,COT PLAIN PANT.PEACH,FLOOR,E2,003,4207,39,420
111E2003403039,"COT PENT,XL",790,790,0,580,0,1,REVA,COT PANT,XL,COT PLAIN PANT.RAMA GREEN,FLOOR,E2,003,4030,39,403
111E2003402639,"COT PENT,XL",790,790,0,580,0,1,REVA,COT PANT,XL,COT PLAIN PANT.MST.YELLOW,FLOOR,E2,003,4026,39,402
111E2003404739,"COT PENT,XL",790,790,0,580,0,3,REVA,COT PANT,XL,COT PLAIN PANT.DA.PRPL,FLOOR,E2,003,4047,39,404
111E2003402739,"COT PENT,XL",790,790,0,580,0,-1,REVA,COT PANT,XL,COT PLAIN PANT.LI.YELLOW,FLOOR,E2,003,4027,39,402
111E2003483439,"COT PENT,XL",790,790,0,580,0,3,REVA,COT PANT,XL,COT PLAIN PANT.GRAY,FLOOR,E2,003,4834,39,483
111E2003493339,"COT PENT,XL",790,790,0,580,0,2,REVA,COT PANT,XL,COT PLAIN PANT.LI.RAMA GRN,FLOOR,E2,003,4933,39,493
111E2003594639,"COT PENT,XL",790,790,0,580,0,3,REVA,COT PANT,XL,COT PLAIN PANT.RANI,FLOOR,E2,003,5946,39,594
111E2003996139,"COT PANT,XL",0,790,0,0,0,2,REVA,COT PANT,XL,COT PLAINSLIMFITPANT.AJR.GREEN,FLOOR,E2,003,9961,39,996
111E2003000J39,"COT PANT,XL",0,790,0,0,0,2,REVA,COT PANT,XL,COT PLAINSLIMFITPANT.BROWN,FLOOR,E2,003,000J,39,000
111E2003000L39,"COT PANT,XL",0,790,0,0,0,1,REVA,COT PANT,XL,COT PLAINSLIMFITPANT.LI.YELLOW,FLOOR,E2,003,000L,39,000
111E2003996339,"COT PANT,XL",790,790,0,0,0,1,REVA,COT PANT,XL,COT PLAINSLIMFITPANT.SEA GREEN,FLOOR,E2,003,9963,39,996
111E2003996239,"COT PANT,XL",790,790,0,0,0,1,REVA,COT PANT,XL,COT PLAINSLIMFITPANT.AJR.BLUE,FLOOR,E2,003,9962,39,996
111E2003000M39,"COT PANT,XL",790,790,0,0,0,3,REVA,COT PANT,XL,COT PLAINSLIMFITPANT.LW.GREEN,FLOOR,E2,003,000M,39,000
111E2003054Q39,"COT PANT,XL",790,790,0,0,0,1,REVA,COT PANT,XL,COT PLAINSLIMFITPANT.DEEP SEA GREEN,FLOOR,E2,003,054Q,39,054
111E2003054E39,"COT PANT,XL",0,790,0,0,0,1,REVA,COT PANT,XL,COT PLAINSLIMFITPANT.PEACH,FLOOR,E2,003,054E,39,054
111E2003995839,"COT PANT,XL",0,790,0,0,0,1,REVA,COT PANT,XL,COT PLAINSLIMFITPANT.RED,FLOOR,E2,003,9958,39,995
111E2003065O39,"COT PANT,XL",790,790,0,0,0,2,REVA,COT PANT,XL,COT PLAINSLIMFITPANT.LIME,FLOOR,E2,003,065O,39,065
111E2003071K39,"COT PANT,XL",0,790,0,0,0,2,REVA,COT PANT,XL,COT PLAINSLIMFITPANT.CREAM,FLOOR,E2,003,071K,39,071
111E2003008339,"COT PANT,XL",0,790,790,0,0,4,REVA,COT PANT,XL,BABY PINK,FLOOR,E2,003,0083,39,008
111E2003012539,"COT PANT,XL",0,790,790,0,0,1,REVA,COT PANT,XL,AJRAKH GREEN,FLOOR,E2,003,0125,39,012
111E2003007339,"COT PANT,XL",790,790,790,0,0,3,REVA,COT PANT,XL,BEIGE,FLOOR,E2,003,0073,39,007
111E2003136239,"COT PANT,XL",0,790,790,0,0,4,REVA,COT PANT,XL,LI.YELLOW,FLOOR,E2,003,1362,39,136
111E2003002239,"COT PANT,XL",790,790,790,0,0,3,REVA,COT PANT,XL,MST.YELLOW,FLOOR,E2,003,0022,39,002
111E2003002339,"COT PANT,XL",0,790,790,0,0,6,REVA,COT PANT,XL,NAVY BLUE,FLOOR,E2,003,0023,39,002
111E2003000099,"COT PANT,XL",740,790,0,0,0,1,REVA,COT PANT,XL,BLACK,FLOOR,E2,003,0000,99,000
111E2003002399,"COT PANT,XL",0,790,0,0,0,1,REVA,COT PANT,XL,NAVY BLUE,FLOOR,E2,003,0023,99,002
111E2003176799,"COT PANT,XL",790,790,790,790,0,1,REVA,COT PANT,XL,LAWN GREEN,FLOOR,E2,003,1767,99,176
111E2003064V39,"COT PANT,XL",0,790,0,0,0,3,REVA,COT PANT,XL,COT PLAINSLIMFITPANT.BABY PINK,FLOOR,E2,003,064V,39,064
111E2003064W39,"COT PANT,XL",0,790,0,0,0,1,REVA,COT PANT,XL,COT PLAINSLIMFITPANT.LI.PEACH,FLOOR,E2,003,064W,39,064
111E2003065N39,"COT PANT,XL",0,790,0,0,0,1,REVA,COT PANT,XL,COT PLAINSLIMFITPANT.STONE GRAY,FLOOR,E2,003,065N,39,065
111E2003065L39,"COT PANT,XL",0,790,0,0,0,2,REVA,COT PANT,XL,COT PLAINSLIMFITPANT.BABY BLUE,FLOOR,E2,003,065L,39,065
111E2003006039,"COT PANT,XL",790,790,790,0,0,3,REVA,COT PANT,XL,MAROON,FLOOR,E2,003,0060,39,006
111E2003008439,"COT PANT,XL",790,790,790,0,0,1,REVA,COT PANT,XL,SILVER GREY,FLOOR,E2,003,0084,39,008
111E2003003139,"COT PANT,XL",790,790,790,0,0,1,REVA,COT PANT,XL,RED,FLOOR,E2,003,0031,39,003
111E2003117539,"COT PANT,XL",790,790,790,0,0,2,REVA,COT PANT,XL,INK BLUE,FLOOR,E2,003,1175,39,117
111E2003018K39,"COT PANT,XL",0,790,790,0,0,8,REVA,COT PANT,XL,AJRAKH BLUE,FLOOR,E2,003,018K,39,018
111E2003038L39,"COT PANT,XL",790,790,790,0,0,3,REVA,COT PANT,XL,PEACH,FLOOR,E2,003,038L,39,038
111E2004385539,"COT PENT,XXL",790,790,0,580,0,1,REVA,COT PANT,XXL,COT PLAIN PANT.GR.BEIGE,FLOOR,E2,004,3855,39,385
111E2004000I39,"COT PANT,XXL",790,790,0,0,0,1,REVA,COT PANT,XXL,COT PLAINSLIMFITPANT.DA.BEIGE,FLOOR,E2,004,000I,39,000
111E2004996139,"COT PANT,XXL",790,790,0,0,0,2,REVA,COT PANT,XXL,COT PLAINSLIMFITPANT.AJR.GREEN,FLOOR,E2,004,9961,39,996
111E2004995539,"COT PANT,XXL",790,790,0,0,0,-1,REVA,COT PANT,XXL,COT PLAINSLIMFITPANT.WHITE,FLOOR,E2,004,9955,39,995
111E2004995239,"COT PANT,XXL",0,790,0,0,0,2,REVA,COT PANT,XXL,COT PLAINSLIMFITPANT.BEIGE,FLOOR,E2,004,9952,39,995
111E2004000L39,"COT PANT,XXL",0,790,0,0,0,1,REVA,COT PANT,XXL,COT PLAINSLIMFITPANT.LI.YELLOW,FLOOR,E2,004,000L,39,000
111E2004996339,"COT PANT,XXL",0,790,0,0,0,1,REVA,COT PANT,XXL,COT PLAINSLIMFITPANT.SEA GREEN,FLOOR,E2,004,9963,39,996
111E2004000M39,"COT PANT,XXL",0,790,0,0,0,4,REVA,COT PANT,XXL,COT PLAINSLIMFITPANT.LW.GREEN,FLOOR,E2,004,000M,39,000
111E2004995839,"COT PANT,XXL",0,790,0,0,0,1,REVA,COT PANT,XXL,COT PLAINSLIMFITPANT.RED,FLOOR,E2,004,9958,39,995
111E2004065O39,"COT PANT,XXL",0,790,0,0,0,1,REVA,COT PANT,XXL,COT PLAINSLIMFITPANT.LIME,FLOOR,E2,004,065O,39,065
111E2004008339,"COT PANT,XXL",790,790,790,0,0,1,REVA,COT PANT,XXL,BABY PINK,FLOOR,E2,004,0083,39,008
111E2004002539,"COT PANT,XXL",0,790,790,0,0,1,REVA,COT PANT,XXL,PINK,FLOOR,E2,004,0025,39,002
111E2004003839,"COT PANT,XXL",0,790,790,0,0,1,REVA,COT PANT,XXL,BROWN,FLOOR,E2,004,0038,39,003
111E2004000039,"COT PANT,XXL",790,790,790,0,0,6,REVA,COT PANT,XXL,BLACK,FLOOR,E2,004,0000,39,000
111E2004012539,"COT PANT,XXL",790,790,790,0,0,1,REVA,COT PANT,XXL,AJRAKH GREEN,FLOOR,E2,004,0125,39,012
111E2004007339,"COT PANT,XXL",0,790,790,0,0,2,REVA,COT PANT,XXL,BEIGE,FLOOR,E2,004,0073,39,007
111E2004136239,"COT PANT,XXL",0,790,790,0,0,4,REVA,COT PANT,XXL,LI.YELLOW,FLOOR,E2,004,1362,39,136
111E2004002239,"COT PANT,XXL",790,790,790,0,0,2,REVA,COT PANT,XXL,MST.YELLOW,FLOOR,E2,004,0022,39,002
111E2004002339,"COT PANT,XXL",0,790,790,0,0,3,REVA,COT PANT,XXL,NAVY BLUE,FLOOR,E2,004,0023,39,002
111E2004064V39,"COT PANT,XXL",790,790,0,0,0,1,REVA,COT PANT,XXL,COT PLAINSLIMFITPANT.BABY PINK,FLOOR,E2,004,064V,39,064
111E2004065L39,"COT PANT,XXL",0,790,0,0,0,1,REVA,COT PANT,XXL,COT PLAINSLIMFITPANT.BABY BLUE,FLOOR,E2,004,065L,39,065
111E2004003639,"COT PANT,XXL",0,790,790,0,0,7,REVA,COT PANT,XXL,WHITE,FLOOR,E2,004,0036,39,003
111E2004004539,"COT PANT,XXL",790,790,790,0,0,2,REVA,COT PANT,XXL,DA.BEIGE,FLOOR,E2,004,0045,39,004
111E2004006039,"COT PANT,XXL",790,790,790,0,0,2,REVA,COT PANT,XXL,MAROON,FLOOR,E2,004,0060,39,006
111E2004003239,"COT PANT,XXL",790,790,790,790,0,4,REVA,COT PANT,XXL,RUST,FLOOR,E2,004,0032,39,003
111E2004004839,"COT PANT,XXL",790,790,790,790,0,1,REVA,COT PANT,XXL,LI.PINK,FLOOR,E2,004,0048,39,004
111E2004003139,"COT PANT,XXL",790,790,790,0,0,1,REVA,COT PANT,XXL,RED,FLOOR,E2,004,0031,39,003
111E2004004739,"COT PANT,XXL",790,790,790,0,0,3,REVA,COT PANT,XXL,OFF WHITE,FLOOR,E2,004,0047,39,004
111E2004018K39,"COT PANT,XXL",0,790,790,0,0,5,REVA,COT PANT,XXL,AJRAKH BLUE,FLOOR,E2,004,018K,39,018
111E2004038L39,"COT PANT,XXL",790,790,790,0,0,1,REVA,COT PANT,XXL,PEACH,FLOOR,E2,004,038L,39,038
111E2004008439,"COT PANT,XXL",790,790,790,0,0,5,REVA,COT PANT,XXL,SILVER GREY,FLOOR,E2,004,0084,39,008
111E2004008039,"COT PANT,XXL",0,790,790,0,0,3,REVA,COT PANT,XXL,MEH.GREEN,FLOOR,E2,004,0080,39,008
111A7002077130,"COT PLAIN PATIYALA,L",640,640,0,420,0,1,REVA,COT PLAIN PATIYALA,L,GR.BEIGE,FLOOR,A7,002,0771,30,077
111A7000117539,"COT PLAIN PATIYALA,S",640,640,0,420,0,1,REVA,COT PLAIN PATIYALA,S,INK BLUE,FLOOR,A7,000,1175,39,117
111A1002034639,"COT SALWAR,L",1290,1290,0,840,0,-1,REVA,COT SALWAR,L,W04 ALLOVER,FLOOR,A1,002,0346,39,034
111A1002368239,"COT SALWAR,L",1290,1290,0,840,0,1,REVA,COT SALWAR,L,SAKALIVELBUTTA,FLOOR,A1,002,3682,39,368
111E4002699975,"DRESS,L",3250,3250,0,2850,0,1,REVA,DRESS,L,GAJI VISCOSBAGRUSIDEFIT.GRAY,FLOOR,E4,002,6999,75,699
111E4002700275,"DRESS,L",3250,3250,0,2850,0,1,REVA,DRESS,L,GAJI VISCOSBAGRUYOKPLIT.BRWN,FLOOR,E4,002,7002,75,700
111E4002807576,"DRESS,L",2650,2650,0,2350,0,-1,REVA,DRESS,L,VISCOS DOBYBOXPLIT.BRWN,FLOOR,E4,002,8075,76,807
111E4002610469,"DRESS,L",3250,3250,0,2250,0,1,REVA,DRESS,L,KHADI SIDEPLIT3PB.RUST,FLOOR,E4,002,6104,69,610
111E4002649072,"DRESS,L",1550,1550,0,990,0,1,REVA,DRESS,L,COT BLOCKCROSSHEM.RAMA,FLOOR,E4,002,6490,72,649
111E4002645572,"DRESS,L",4250,4250,0,3850,0,1,REVA,DRESS,L,GAJI AJRAKHBELT.NAVY,FLOOR,E4,002,6455,72,645
111E4002887781,"DRESS,L",2650,2650,0,1950,0,1,REVA,DRESS,L,LIZYBIZY SIDESTRING.GRN,FLOOR,E4,002,8877,81,887
111E4002863779,"DRESS,L",2450,2450,0,1850,0,1,REVA,DRESS,L,HANDLOOM STRIPPKT6FB.BLUE,FLOOR,E4,002,8637,79,863
111E4002962185,"DRESS,L",2950,2950,0,2050,0,1,REVA,DRESS,L,COTSILK DISBUTTICROSS.MRN,FLOOR,E4,002,9621,85,962
111E4002006H89,"DRESS,L",0,3250,0,0,0,-1,REVA,DRESS,L,IKKAT KHADIWITH2LAYERD.GRAY,FLOOR,E4,002,006H,89,006
111E4002006T89,"DRESS,L",0,1590,0,0,0,1,REVA,DRESS,L,HANDLOOM STRIPKOLARS.LESS11WB.BDG,FLOOR,E4,002,006T,89,006
111E4002004V89,"DRESS,L",0,3450,0,0,0,1,REVA,DRESS,L,DOUBLE IKKATSIDEPLC1SB.BLUE,FLOOR,E4,002,004V,89,004
111E4002018S89,"DRESS,L",0,3250,0,0,0,1,REVA,DRESS,L,IKKAT KHADIWITH2LAYERED.YLW,FLOOR,E4,002,018S,89,018
111E4002021Q91,"DRESS,L",0,1950,0,0,0,1,REVA,DRESS,L,HANDLOOM CHECKSALINECUT.OFF WHT,FLOOR,E4,002,021Q,91,021
111E4002036G92,"DRESS,L",0,1490,0,0,0,1,REVA,DRESS,L,HANDLOOM HORVETCROSS12SB.RUST,FLOOR,E4,002,036G,92,036
111E4002066B98,"DRESS,L",0,1490.1,0,0,0,1,REVA,DRESS,L,HANDLOOM STRIPFRNTPKT1WB.GRAY,FLOOR,E4,002,066B,98,066
111E4002066C98,"DRESS,L",0,1490,0,0,0,1,REVA,DRESS,L,HANDLOOM STRIPFRNTPKT1WB.BDG,FLOOR,E4,002,066C,98,066
111E4002063C98,"DRESS,L",0,1650,0,0,0,1,REVA,DRESS,L,HANDLOOM HORSTRIPSIDECHECKS4SB.RAMA,FLOOR,E4,002,063C,98,063
111E4002063D98,"DRESS,L",0,1650,0,0,0,1,REVA,DRESS,L,HANDLOOM HORCHECKSSIDESTRIP4SB.RAMA,FLOOR,E4,002,063D,98,063
111E4002065H98,"DRESS,L",0,2590,0,0,0,1,REVA,DRESS,L,AJRAKH MIDPLITKALI.BRWN,FLOOR,E4,002,065H,98,065
111E4002065I98,"DRESS,L",0,2590,0,0,0,1,REVA,DRESS,L,AJRAKH MIDPLITKALI.BLK,FLOOR,E4,002,065I,98,065
111E4002069G98,"DRESS,L",0,1490,0,0,0,1,REVA,DRESS,L,HANDLOOM STRIPFRNTPKT.MRN,FLOOR,E4,002,069G,98,069
111E4002069F98,"DRESS,L",0,1490,0,0,0,1,REVA,DRESS,L,HANDLOOM STRIPDRAWSTRING.GRAY,FLOOR,E4,002,069F,98,069
111E4002064S98,"DRESS,L",0,2490,0,0,0,1,REVA,DRESS,L,AJRAKH FLARESLVDORINK.BRWN,FLOOR,E4,002,064S,98,064
111E4002066L98,"DRESS,L",0,1490,0,0,0,1,REVA,DRESS,L,HANDLOOM STRIPPLC4WB.MRN.YLW,FLOOR,E4,002,066L,98,066
111E4002066M98,"DRESS,L",0,1490,0,0,0,1,REVA,DRESS,L,HANDLOOM STRIPPLC4WB.GRAY.YLW,FLOOR,E4,002,066M,98,066
111E4002062X99,"DRESS,L",0,2150,0,0,0,1,REVA,DRESS,L,AJRAKH 2PRISQUARS.LESS1FB.BLK,FLOOR,E4,002,062X,99,062
111E4002062Y99,"DRESS,L",0,2150,0,0,0,1,REVA,DRESS,L,AJRAKH 2PRISQUARS.LESS1FB.OFF WHT,FLOOR,E4,002,062Y,99,062
111E4002062V99,"DRESS,L",0,2190,0,0,0,1,REVA,DRESS,L,AJRAKH 2PRISQUAR3/4SLV1FB.BLK,FLOOR,E4,002,062V,99,062
111E4002062W99,"DRESS,L",0,2190,0,0,0,2,REVA,DRESS,L,AJRAKH 2PRISQUAR3/4SLV1FB.OFF WHT,FLOOR,E4,002,062W,99,062
111E4002063F99,"DRESS,L",0,2390,0,0,0,1,REVA,DRESS,L,AJRAKH SIDEPKTBACK4SB.YLW,FLOOR,E4,002,063F,99,063
111E4002099ZA0,"DRESS,L",0,3250,3250,0,0,1,REVA,DRESS,L,VISCOS GAJIHEMAJRAKHSHIBORI.BLUE,FLOOR,E4,002,099Z,A0,099
111E4002106WA2,"DRESS,L",0,1790,1790,0,0,1,REVA,DRESS,L,MAL BAGRUDABUBLOCKBACK4SB.GRAY,FLOOR,E4,002,106W,A2,106
111E4002083XA0,"DRESS,L",0,3250,0,0,0,1,REVA,DRESS,L,VISCOS GAJIHEMAJRAKHSHIBORI.BRWN,FLOOR,E4,002,083X,A0,083
111E4002063BA0,"DRESS,L",0,2650,0,0,0,1,REVA,DRESS,L,AJRAKH ZIGZAGHORVERKALI.NAVY,FLOOR,E4,002,063B,A0,063
111E4002087VA1,"DRESS,L",0,2450,0,0,0,1,REVA,DRESS,L,THICK KHADISIDEPLITS15FB.RED,FLOOR,E4,002,087V,A1,087
111E4002063JA1,"DRESS,L",0,1690,1690,0,0,1,REVA,DRESS,L,MAL DABUSIDESTRINGMANGOPRI.IND,FLOOR,E4,002,063J,A1,063
111E4002083KA1,"DRESS,L",0,1490,0,0,0,2,REVA,DRESS,L,DABU DOUBLETRIANGLEPRI.GRN,FLOOR,E4,002,083K,A1,083
111E4002083LA1,"DRESS,L",0,1490,0,0,0,1,REVA,DRESS,L,DABU DOUBLETRIANGLEPRI.BLK,FLOOR,E4,002,083L,A1,083
111E4002090TA1,"DRESS,L",0,1590,0,0,0,1,REVA,DRESS,L,HANDLOOM ONESIDESTRIP2PKT.BLUE,FLOOR,E4,002,090T,A1,090
111E4002090SA1,"DRESS,L",0,1590,0,0,0,1,REVA,DRESS,L,HANDLOOM ONESIDESTRIP2PKT.MOUVE,FLOOR,E4,002,090S,A1,090
111E4002090WA3,ONLINE NEW STOCK 01,0,1690,1690,0,0,1,REVA,DRESS,L,HANDLOOM JAMDANIBUTTICOLR11SB.YLW,FLOOR,E4,002,090W,A3,090
111E4002090XA3,ONLINE NEW STOCK 01,0,1690,1690,0,0,1,REVA,DRESS,L,HANDLOOM JAMDANIBUTTICOLR11SB.BDG,FLOOR,E4,002,090X,A3,090
111E4002084IA3,"DRESS,L",0,3450,3450,0,0,1,REVA,DRESS,L,SSILK KEDIYADISBLOCKALI.BLUE,FLOOR,E4,002,084I,A3,084
111E4002089WA3,"DRESS,L",0,3790,0,450,0,1,REVA,DRESS,L,KHADI TARDORIEMBBUTTIYOKLONGKALIBACK1FB.GRN,FLOOR,E4,002,089W,A3,089
111E4002120HA4,ONLINE NEW STOCK 01,0,1890,1890,0,0,1,REVA,DRESS,L,COT GEORISENKBACKZIP.BRWN,FLOOR,E4,002,120H,A4,120
111E4002141WA7,"DRESS,L",0,1990,1990,0,0,1,REVA,DRESS,L,COT SLBGEOPRIFLAREWITHSLV.GRN,FLOOR,E4,002,141W,A7,141
111E4002115IA6,,0,2990,2990,0,0,1,REVA,DRESS,L,MAL 2LAYERPRIFLARMIDPLITS.OLIVE,FLOOR,E4,002,115I,A6,115
111E4002115JA6,,0,2990,2990,0,0,1,REVA,DRESS,L,MAL 2LAYERPRIFLARMIDPLITS.GRAY,FLOOR,E4,002,115J,A6,115
111E4002115KA6,,0,2990,2990,0,0,1,REVA,DRESS,L,MAL 2LAYERPRIFLARMIDPLITS.PINK,FLOOR,E4,002,115K,A6,115
111E4002111XA6,,0,3250,3250,0,0,1,REVA,DRESS,L,IKKAT KEDIYACOLLARNK3FB.GREY,FLOOR,E4,002,111X,A6,111
111E4002140IA9,"DRESS,L",0,2950,2490,0,0,1,REVA,DRESS,L,LINEN BOATNKPLITSYOK.MOUVE,FLOOR,E4,002,140I,A9,140
111E4002140NA9,"DRESS,L",0,2950,2490,0,0,1,REVA,DRESS,L,LINEN BOATNKPLITSYOK.GR.BDG,FLOOR,E4,002,140N,A9,140
111E4002112EA8,"DRESS,L",0,2290,0,0,0,1,REVA,DRESS,L,LINEN PRINCESCUTSILBOATNK.NAVY,FLOOR,E4,002,112E,A8,112
111E4002150BA8,"DRESS,L",0,1650,1650,0,0,1,REVA,DRESS,L,HANDLOOM FLEX2SIDEPKTKNOT.OFF WHT,FLOOR,E4,002,150B,A8,150
111E4001610369,"DRESS,M",3250,3250,0,2250,0,-1,REVA,DRESS,M,KHADI SIDEPLIT3PB.BLUE,FLOOR,E4,001,6103,69,610
111E4001807576,"DRESS,M",2650,2650,0,2350,0,1,REVA,DRESS,M,VISCOS DOBYBOXPLIT.BRWN,FLOOR,E4,001,8075,76,807
111E4001612569,"DRESS,M",1450,1450,0,950,0,1,REVA,DRESS,M,VEG BLOCKSIDEKALI.MRN,FLOOR,E4,001,6125,69,612
111E4001866580,"DRESS,M",2350,2350,0,1750,0,1,REVA,DRESS,M,VISCOS AJRAKHSIDEFIT4WB.BRWN,FLOOR,E4,001,8665,80,866
111E4001006H89,"DRESS,M",3250,3250,0,0,0,1,REVA,DRESS,M,IKKAT KHADIWITH2LAYERD.GRAY,FLOOR,E4,001,006H,89,006
111E4001004V89,"DRESS,M",0,3450,0,0,0,2,REVA,DRESS,M,DOUBLE IKKATSIDEPLC1SB.BLUE,FLOOR,E4,001,004V,89,004
111E4001050A95,"DRESS,M",140,2390,0,140,0,1,REVA,DRESS,M,VISCOS GAJIBASICBACK4SB.PEACH,FLOOR,E4,001,050A,95,050
111E4001066C98,"DRESS,M",0,1490,0,0,0,1,REVA,DRESS,M,HANDLOOM STRIPFRNTPKT1WB.BDG,FLOOR,E4,001,066C,98,066
111E4001063C98,"DRESS,M",0,1650,0,0,0,2,REVA,DRESS,M,HANDLOOM HORSTRIPSIDECHECKS4SB.RAMA,FLOOR,E4,001,063C,98,063
111E4001063D98,"DRESS,M",0,1650,0,0,0,1,REVA,DRESS,M,HANDLOOM HORCHECKSSIDESTRIP4SB.RAMA,FLOOR,E4,001,063D,98,063
111E4001065H98,"DRESS,M",0,2590,0,0,0,1,REVA,DRESS,M,AJRAKH MIDPLITKALI.BRWN,FLOOR,E4,001,065H,98,065
111E4001066L98,"DRESS,M",0,1490,0,0,0,2,REVA,DRESS,M,HANDLOOM STRIPPLC4WB.MRN.YLW,FLOOR,E4,001,066L,98,066
111E4001066M98,"DRESS,M",0,1490,0,0,0,2,REVA,DRESS,M,HANDLOOM STRIPPLC4WB.GRAY.YLW,FLOOR,E4,001,066M,98,066
111E4001062X99,"DRESS,M",0,2150,0,0,0,1,REVA,DRESS,M,AJRAKH 2PRISQUARS.LESS1FB.BLK,FLOOR,E4,001,062X,99,062
111E4001062Y99,"DRESS,M",0,2150,0,0,0,2,REVA,DRESS,M,AJRAKH 2PRISQUARS.LESS1FB.OFF WHT,FLOOR,E4,001,062Y,99,062
111E4001062V99,"DRESS,M",0,2190,0,0,0,1,REVA,DRESS,M,AJRAKH 2PRISQUAR3/4SLV1FB.BLK,FLOOR,E4,001,062V,99,062
111E4001062W99,"DRESS,M",0,2190,0,0,0,2,REVA,DRESS,M,AJRAKH 2PRISQUAR3/4SLV1FB.OFF WHT,FLOOR,E4,001,062W,99,062
111E4001063G99,"DRESS,M",0,2390,0,0,0,1,REVA,DRESS,M,AJRAKH SIDEPKTBACK4SB.BRWN,FLOOR,E4,001,063G,99,063
111E4001063F99,"DRESS,M",0,2390,0,0,0,1,REVA,DRESS,M,AJRAKH SIDEPKTBACK4SB.YLW,FLOOR,E4,001,063F,99,063
111E4001099ZA0,"DRESS,M",0,3250,3250,0,0,1,REVA,DRESS,M,VISCOS GAJIHEMAJRAKHSHIBORI.BLUE,FLOOR,E4,001,099Z,A0,099
111E4001106WA2,"DRESS,M",0,1790,1790,0,0,2,REVA,DRESS,M,MAL BAGRUDABUBLOCKBACK4SB.GRAY,FLOOR,E4,001,106W,A2,106
111E4001083XA0,"DRESS,M",0,3250,0,0,0,1,REVA,DRESS,M,VISCOS GAJIHEMAJRAKHSHIBORI.BRWN,FLOOR,E4,001,083X,A0,083
111E4001063BA0,"DRESS,M",0,2650,0,0,0,1,REVA,DRESS,M,AJRAKH ZIGZAGHORVERKALI.NAVY,FLOOR,E4,001,063B,A0,063
111E4001087VA1,"DRESS,M",0,2450,0,0,0,2,REVA,DRESS,M,THICK KHADISIDEPLITS15FB.RED,FLOOR,E4,001,087V,A1,087
111E4001063JA1,"DRESS,M",0,1690,1690,0,0,1,REVA,DRESS,M,MAL DABUSIDESTRINGMANGOPRI.IND,FLOOR,E4,001,063J,A1,063
111E4001083KA1,"DRESS,M",0,1490,0,0,0,-1,REVA,DRESS,M,DABU DOUBLETRIANGLEPRI.GRN,FLOOR,E4,001,083K,A1,083
111E4001083LA1,"DRESS,M",0,1490,0,0,0,1,REVA,DRESS,M,DABU DOUBLETRIANGLEPRI.BLK,FLOOR,E4,001,083L,A1,083
111E4001090TA1,"DRESS,M",0,1590,0,0,0,1,REVA,DRESS,M,HANDLOOM ONESIDESTRIP2PKT.BLUE,FLOOR,E4,001,090T,A1,090
111E4001090SA1,"DRESS,M",0,1590,0,0,0,2,REVA,DRESS,M,HANDLOOM ONESIDESTRIP2PKT.MOUVE,FLOOR,E4,001,090S,A1,090
111E4001086QA4,HO TO ONLINE,0,1950,1950,0,0,1,REVA,DRESS,M,COT KHADIBUTTICOLLARSLVBELT3WB.BLUE,FLOOR,E4,001,086Q,A4,086
111E4001090WA3,ONLINE NEW STOCK 01,0,1690,1690,0,0,2,REVA,DRESS,M,HANDLOOM JAMDANIBUTTICOLR11SB.YLW,FLOOR,E4,001,090W,A3,090
111E4001090XA3,ONLINE NEW STOCK 01,0,1690,1690,0,0,2,REVA,DRESS,M,HANDLOOM JAMDANIBUTTICOLR11SB.BDG,FLOOR,E4,001,090X,A3,090
111E4001089CA3,"DRESS,M",0,2490,2490,0,0,2,REVA,DRESS,M,AJRAKH LONGALINE1PB.BLUE,FLOOR,E4,001,089C,A3,089
111E4001089WA3,"DRESS,M",0,3790,0,450,0,1,REVA,DRESS,M,KHADI TARDORIEMBBUTTIYOKLONGKALIBACK1FB.GRN,FLOOR,E4,001,089W,A3,089
111E4001086TA4,ONLINE NEW STOCK 01,0,1890,1890,0,0,1,REVA,DRESS,M,COT SLBZIGZAGRISENKBACKZIP.BRWN,FLOOR,E4,001,086T,A4,086
